Month,Lon,Lat,O3,TA,TP,SWC,sif,VPD,PAR,CO2,NIRv
7,117.037342834473,42.219705963135,105.1089172363281,19.80282020568848,3426.0458984375,0.5047526359558105,3072.0,0.6451527228440823,46.8,0.0003915076085831,1.884974718093872
7,117.737342834473,42.019705963135,106.8158264160156,21.0183048248291,4709.07080078125,0.4842964112758636,3743.0,0.6910181564634061,45.1,0.00039170178934,2.403998613357544
7,116.437342834473,41.919705963135,109.5373458862305,20.2370548248291,4559.65771484375,0.4614731073379517,2151.0,0.7168183584983259,45.7,0.0003920981253031,1.5642794370651243
7,117.237342834473,41.919705963135,107.4695281982422,20.35531044006348,3549.706787109375,0.4989640116691589,3606.0,0.6273242251206019,45.4,0.0003919526643585,2.374585628509521
7,117.537342834473,41.919705963135,106.5972518920898,20.65004920959473,4471.529296875,0.4814585149288177,3534.0,0.6458900120002975,45.3,0.0003918983857147,2.370083332061768
7,114.437342834473,41.819705963135,116.9829406738281,20.91997718811035,3535.2548828125,0.4630765914916992,2702.0,0.9173795921160456,49.2,0.0003925154742319,1.9472448825836184
7,114.737342834473,41.819705963135,112.5614547729492,20.8663272857666,3497.822021484375,0.4538573026657104,2592.0,0.907276528314788,49.0,0.00039251614362,1.750740647315979
7,115.737342834473,41.819705963135,112.0337371826172,20.45037269592285,3813.26416015625,0.4358134865760803,3050.0,0.827393565919393,46.5,0.0003923767362721,1.6374280452728271
7,115.837342834473,41.819705963135,112.135856628418,20.45037269592285,3764.5830078125,0.4407083988189697,3159.0,0.8274000544469884,47.3,0.0003923592739738,2.187079906463623
7,116.437342834473,41.819705963135,109.1028671264648,20.12667274475098,4559.65771484375,0.4829200506210327,2175.0,0.6808405824929007,45.7,0.0003922543837688,1.81899893283844
7,116.737342834473,41.819705963135,109.6362762451172,20.32937049865723,4205.7578125,0.5055529475212097,3542.0,0.6516039972207859,45.2,0.0003922019386664,2.531064748764038
7,117.837342834473,41.819705963135,110.8058166503906,21.66732215881348,4441.96337890625,0.480622410774231,2880.0,0.6821925125462811,43.5,0.0003920046729035,2.051388025283813
7,117.937342834473,41.819705963135,108.4948654174805,21.45278358459473,4441.96337890625,0.4827538728713989,3846.0,0.7020821178010739,43.7,0.0003919859591405,2.2630057334899902
7,118.037342834473,41.819705963135,106.0734329223633,21.45278358459473,4441.96337890625,0.4850147068500519,3907.0,0.7020542176778293,43.2,0.0003919672453776,2.1698155403137207
7,114.437342834473,41.719705963135,115.0622940063477,20.91997718811035,3535.2548828125,0.4637771248817444,2489.0,0.9173961389215436,48.0,0.000392652262235,1.8242355585098269
7,114.537342834473,41.719705963135,114.6315078735352,20.91997718811035,3497.822021484375,0.4615790247917175,2771.0,0.917391909724061,47.8,0.0003926542703993,1.932261109352112
7,115.837342834473,41.719705963135,108.0456695556641,20.45037269592285,3764.5830078125,0.4542834162712097,2869.0,0.8273894474198951,45.6,0.0003925112832803,2.026628494262696
7,115.937342834473,41.719705963135,106.9531097412109,20.29509925842285,3764.5830078125,0.4652874767780304,3257.0,0.798555696338902,46.2,0.0003924945194739,2.059276342391968
7,116.037342834473,41.719705963135,106.0401153564453,20.29509925842285,3876.43359375,0.4806108176708221,3307.0,0.7985486499131211,44.6,0.0003924777556676,1.8677648305892944
7,116.237342834473,41.719705963135,107.1735076904297,20.0869083404541,3876.43359375,0.4989610910415649,3499.0,0.737431047859797,46.7,0.0003924441989511,2.051426410675049
7,116.337342834473,41.719705963135,107.327507019043,20.0869083404541,4559.65771484375,0.5039269328117371,3203.0,0.7374470432075844,45.6,0.0003924274060409,1.9537700414657595
7,114.537342834473,41.519705963135,115.5752410888672,21.03679847717285,3384.916015625,0.4683260321617126,2119.0,0.8447762890350878,49.0,0.0003929313970729,1.7391917705535889
7,114.737342834473,41.519705963135,114.6083374023438,20.97249794006348,3384.916015625,0.4625824093818665,2582.0,0.8689660960682375,48.1,0.00039294254384,1.7940053939819336
7,115.237342834473,41.519705963135,112.5381088256836,20.31167030334473,3456.43896484375,0.4480694532394409,3093.0,0.7991893940332193,47.0,0.0003929075901396,1.9855095148086548
7,115.537342834473,41.519705963135,109.1609573364258,19.8270206451416,3557.552490234375,0.445147693157196,2914.0,0.7146591999926266,46.3,0.0003928614896722,1.8935892581939693
7,115.637342834473,41.519705963135,107.9546890258789,19.83506393432617,3557.552490234375,0.4500899016857147,2885.0,0.7157707750911364,46.5,0.0003928460937459,2.052713394165039
7,115.737342834473,41.519705963135,105.8887481689453,19.57168006896973,3557.552490234375,0.460498183965683,3263.0,0.67944866743966,46.2,0.0003928307269234,2.2070300579071045
7,115.837342834473,41.519705963135,104.8966903686523,19.57168006896973,3621.225341796875,0.4761973917484283,3717.0,0.6794062020918228,45.7,0.0003928153601009,2.2854666709899902
7,115.937342834473,41.519705963135,103.8687133789062,19.39223670959473,3621.225341796875,0.4947250485420227,3430.0,0.6483135288953505,46.1,0.0003927999932784,2.265406370162964
7,116.737342834473,41.519705963135,112.2807006835938,21.10897254943848,4296.455078125,0.5146479606628418,4932.0,0.6545410642841909,44.0,0.0003926770295947,2.5257372856140137
7,114.137342834473,41.419705963135,116.1511535644531,21.31317901611328,4262.9736328125,0.4737130105495453,2188.0,0.9131734133559984,48.7,0.0003930405364371,1.5169589519500732
7,114.237342834473,41.419705963135,116.8273620605469,21.27178382873535,4262.9736328125,0.4763099849224091,2006.0,0.8900878954708387,48.1,0.0003930478997062,1.4658409357070925
7,114.537342834473,41.419705963135,116.1716079711914,21.03679847717285,4771.67626953125,0.477070540189743,2158.0,0.8447802132492497,48.5,0.0003930699895136,1.0792676210403442
7,114.737342834473,41.419705963135,114.4931640625,20.97249794006348,4771.67626953125,0.4720816314220428,2517.0,0.868967636596792,47.5,0.0003930846869479,1.6131352186203003
7,114.937342834473,41.419705963135,113.2809371948242,20.75356483459473,4435.28125,0.4662635624408722,2465.0,0.8490159323029274,47.7,0.0003930994134861,1.8550633192062376
7,115.037342834473,41.419705963135,113.1350326538086,20.75356483459473,4435.28125,0.4631941020488739,2655.0,0.8490113993864825,47.5,0.0003930847451556,1.9218592643737795
7,115.137342834473,41.419705963135,112.1139144897461,20.75356483459473,4317.56982421875,0.4597443640232086,2236.0,0.8490050695179654,48.3,0.000393070076825,1.8608351945877075
7,115.337342834473,41.419705963135,108.636604309082,20.31167030334473,4155.56640625,0.4512620568275452,2478.0,0.799149513256004,47.8,0.0003930407401639,1.8576219081878664
7,115.437342834473,41.419705963135,109.5370254516602,19.8270206451416,4155.56640625,0.4484067857265472,2893.0,0.7146481618428067,46.4,0.0003930260718334,1.855867862701416
7,115.937342834473,41.419705963135,105.9393844604492,19.39223670959473,4353.74658203125,0.4986327886581421,4090.0,0.6482941693991418,45.0,0.0003929527301806,2.402477264404297
7,114.137342834473,41.319705963135,118.2533874511719,21.04290580749512,4262.9736328125,0.4813473522663116,1961.0,0.851150491820895,48.5,0.0003931719984393,1.4184770584106443
7,114.337342834473,41.319705963135,117.0315856933594,20.69698524475098,4431.70703125,0.4887321591377258,1184.0,0.7983237229056714,48.8,0.0003931902756448,0.9672088623046876
7,114.537342834473,41.319705963135,118.1844177246094,20.4178409576416,4771.67626953125,0.4898845255374908,2009.0,0.754360377738416,48.4,0.0003932085528504,1.3498824834823608
7,114.637342834473,41.319705963135,117.1360397338867,20.4178409576416,4771.67626953125,0.4883751571178436,2441.0,0.7543606475598883,47.3,0.0003932176914531,1.633476495742798
7,114.737342834473,41.319705963135,116.8396530151367,20.4457950592041,4771.67626953125,0.4860908687114716,2847.0,0.7726165183344158,47.5,0.0003932268300559,1.867998003959656
7,114.837342834473,41.319705963135,116.414192199707,20.4457950592041,4435.28125,0.4833158850669861,2693.0,0.7726115475855855,47.4,0.0003932359686587,1.8750618696212769
