Month,Lon,Lat,O3,TA,TP,SWC,sif,maize,VPD,PAR,PARdif,PARdir,Kd,CO2
7,117.037342834473,42.219705963135,105.1089172363281,19.80282020568848,3426.0458984375,0.5047526359558105,3072.0,1.0,0.6451527228440823,46.8,18.2,28.6,0.3888888888888889,0.0003915076085831
7,117.737342834473,42.019705963135,106.8158264160156,21.0183048248291,4709.07080078125,0.4842964112758636,3743.0,1.0,0.6910181564634061,45.1,18.3,26.8,0.4057649667405765,0.00039170178934
7,116.437342834473,41.919705963135,109.5373458862305,20.2370548248291,4559.65771484375,0.4614731073379517,2151.0,1.0,0.7168183584983259,45.7,17.6,28.1,0.3851203501094092,0.0003920981253031
7,117.237342834473,41.919705963135,107.4695281982422,20.35531044006348,3549.706787109375,0.4989640116691589,3606.0,1.0,0.6273242251206019,45.4,17.3,28.1,0.381057268722467,0.0003919526643585
7,117.537342834473,41.919705963135,106.5972518920898,20.65004920959473,4471.529296875,0.4814585149288177,3534.0,1.0,0.6458900120002975,45.3,19.2,26.1,0.423841059602649,0.0003918983857147
7,114.437342834473,41.819705963135,116.9829406738281,20.91997718811035,3535.2548828125,0.4630765914916992,2702.0,1.0,0.9173795921160456,49.2,18.2,31.0,0.3699186991869918,0.0003925154742319
7,114.737342834473,41.819705963135,112.5614547729492,20.8663272857666,3497.822021484375,0.4538573026657104,2592.0,1.0,0.907276528314788,49.0,18.1,30.9,0.3693877551020408,0.00039251614362
7,115.737342834473,41.819705963135,112.0337371826172,20.45037269592285,3813.26416015625,0.4358134865760803,3050.0,1.0,0.827393565919393,46.5,19.0,27.5,0.4086021505376344,0.0003923767362721
7,115.837342834473,41.819705963135,112.135856628418,20.45037269592285,3764.5830078125,0.4407083988189697,3159.0,1.0,0.8274000544469884,47.3,19.0,28.3,0.40169133192389,0.0003923592739738
7,116.437342834473,41.819705963135,109.1028671264648,20.12667274475098,4559.65771484375,0.4829200506210327,2175.0,1.0,0.6808405824929007,45.7,18.6,27.1,0.4070021881838074,0.0003922543837688
7,116.737342834473,41.819705963135,109.6362762451172,20.32937049865723,4205.7578125,0.5055529475212097,3542.0,1.0,0.6516039972207859,45.2,18.3,26.9,0.4048672566371681,0.0003922019386664
7,117.837342834473,41.819705963135,110.8058166503906,21.66732215881348,4441.96337890625,0.480622410774231,2880.0,1.0,0.6821925125462811,43.5,19.2,24.3,0.4413793103448276,0.0003920046729035
7,117.937342834473,41.819705963135,108.4948654174805,21.45278358459473,4441.96337890625,0.4827538728713989,3846.0,1.0,0.7020821178010739,43.7,18.2,25.5,0.4164759725400457,0.0003919859591405
7,118.037342834473,41.819705963135,106.0734329223633,21.45278358459473,4441.96337890625,0.4850147068500519,3907.0,1.0,0.7020542176778293,43.2,18.9,24.3,0.4374999999999999,0.0003919672453776
7,114.437342834473,41.719705963135,115.0622940063477,20.91997718811035,3535.2548828125,0.4637771248817444,2489.0,1.0,0.9173961389215436,48.0,19.6,28.4,0.4083333333333334,0.000392652262235
7,114.537342834473,41.719705963135,114.6315078735352,20.91997718811035,3497.822021484375,0.4615790247917175,2771.0,1.0,0.917391909724061,47.8,19.3,28.5,0.403765690376569,0.0003926542703993
7,115.837342834473,41.719705963135,108.0456695556641,20.45037269592285,3764.5830078125,0.4542834162712097,2869.0,1.0,0.8273894474198951,45.6,18.1,27.5,0.3969298245614035,0.0003925112832803
7,115.937342834473,41.719705963135,106.9531097412109,20.29509925842285,3764.5830078125,0.4652874767780304,3257.0,1.0,0.798555696338902,46.2,19.1,27.1,0.4134199134199134,0.0003924945194739
7,116.037342834473,41.719705963135,106.0401153564453,20.29509925842285,3876.43359375,0.4806108176708221,3307.0,1.0,0.7985486499131211,44.6,19.6,25.0,0.4394618834080717,0.0003924777556676
7,116.237342834473,41.719705963135,107.1735076904297,20.0869083404541,3876.43359375,0.4989610910415649,3499.0,1.0,0.737431047859797,46.7,17.9,28.8,0.3832976445396145,0.0003924441989511
7,116.337342834473,41.719705963135,107.327507019043,20.0869083404541,4559.65771484375,0.5039269328117371,3203.0,1.0,0.7374470432075844,45.6,18.8,26.8,0.4122807017543859,0.0003924274060409
7,114.537342834473,41.519705963135,115.5752410888672,21.03679847717285,3384.916015625,0.4683260321617126,2119.0,1.0,0.8447762890350878,49.0,19.1,29.9,0.3897959183673469,0.0003929313970729
7,114.737342834473,41.519705963135,114.6083374023438,20.97249794006348,3384.916015625,0.4625824093818665,2582.0,1.0,0.8689660960682375,48.1,18.2,29.9,0.3783783783783783,0.00039294254384
7,115.137342834473,41.519705963135,112.7659149169922,20.75356483459473,3456.43896484375,0.4512606263160706,2625.0,1.0,0.8490086842723619,46.9,18.0,28.9,0.3837953091684435,0.0003929229569621
7,115.237342834473,41.519705963135,112.5381088256836,20.31167030334473,3456.43896484375,0.4480694532394409,3093.0,1.0,0.7991893940332193,47.0,17.3,29.7,0.3680851063829787,0.0003929075901396
7,115.537342834473,41.519705963135,109.1609573364258,19.8270206451416,3557.552490234375,0.445147693157196,2914.0,1.0,0.7146591999926266,46.3,17.9,28.4,0.386609071274298,0.0003928614896722
7,115.637342834473,41.519705963135,107.9546890258789,19.83506393432617,3557.552490234375,0.4500899016857147,2885.0,1.0,0.7157707750911364,46.5,17.4,29.1,0.3741935483870967,0.0003928460937459
7,115.737342834473,41.519705963135,105.8887481689453,19.57168006896973,3557.552490234375,0.460498183965683,3263.0,1.0,0.67944866743966,46.2,18.2,28.0,0.3939393939393939,0.0003928307269234
7,115.837342834473,41.519705963135,104.8966903686523,19.57168006896973,3621.225341796875,0.4761973917484283,3717.0,1.0,0.6794062020918228,45.7,18.8,26.9,0.4113785557986871,0.0003928153601009
7,115.937342834473,41.519705963135,103.8687133789062,19.39223670959473,3621.225341796875,0.4947250485420227,3430.0,1.0,0.6483135288953505,46.1,19.6,26.5,0.4251626898047722,0.0003927999932784
7,116.637342834473,41.519705963135,113.4943771362305,20.20632362365723,4296.455078125,0.5248066186904907,3770.0,1.0,0.6233394885685724,43.1,18.9,24.2,0.4385150812064964,0.0003926923964172
7,116.737342834473,41.519705963135,112.2807006835938,21.10897254943848,4296.455078125,0.5146479606628418,4932.0,1.0,0.6545410642841909,44.0,18.7,25.3,0.425,0.0003926770295947
7,114.137342834473,41.419705963135,116.1511535644531,21.31317901611328,4262.9736328125,0.4737130105495453,2188.0,1.0,0.9131734133559984,48.7,17.9,30.8,0.3675564681724845,0.0003930405364371
7,114.237342834473,41.419705963135,116.8273620605469,21.27178382873535,4262.9736328125,0.4763099849224091,2006.0,1.0,0.8900878954708387,48.1,17.1,31.0,0.3555093555093555,0.0003930478997062
7,114.537342834473,41.419705963135,116.1716079711914,21.03679847717285,4771.67626953125,0.477070540189743,2158.0,1.0,0.8447802132492497,48.5,17.7,30.8,0.3649484536082474,0.0003930699895136
